,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)"
157,1065,3747,3348,4083,6495,6309,6819,6429,5952,5760,2031,6600,5844,6006,5493,8133,8484,9087,7470,6501,3039,3630,7431,7044,8001,8085,8142,9315,7026,7032,1749,5046,7749,6765,8679,8529,9906,9576,7851,3552,3060,6276,7119,5793,7749,7659,8577,9294,7605,6612,2145,6756,7395,7386,6651,8793,8808,9606,7863,5067,2553,6030,6819,7728,8457,8577,9129,10074,6981,5799,2571,6702,8205,6486,9360,10002,9651,10878,8745,5643,3000,6450,6528,7410,6348,10548,11565,12003,10635,6753,1896,4320,4038,7422,6627,8031,4749,6027,4362,1986
158,3048,5304,4749,6045,6273,6801,6324,7248,4788,3672,2580,5421,5913,8130,9000,9750,9729,10665,8268,4935,3507,7776,8493,7185,8967,9588,9030,11217,8823,6063,4086,8178,8928,8199,9660,9897,9897,12228,8949,5625,3237,7866,8253,8199,8580,8721,9741,11601,8847,5427,2826,7905,7353,8199,8355,8253,9648,10848,8364,3996,3249,7962,7758,8298,8865,9285,9720,9930,8073,5295,3648,6903,7773,8223,9039,10191,10650,11568,9126,6126,3276,7098,7572,8319,9297,9852,11313,12963,9165,7281,3012,6615,7059,7971,6819,8010,7716,8280,5196,2838
159,5394,6153,3957,5976,3534,4974,3606,6945,7785,5952,7008,7893,8133,8193,7950,7713,8046,8661,8001,7665,7344,8322,8220,9057,6999,9033,9219,9480,9729,8205,7263,9075,8712,8106,9096,8697,9084,9720,9648,8820,7590,9681,9816,9735,9315,8841,9873,9336,10419,9183,8043,11247,10524,10416,10767,10416,11274,10632,10839,9678,7860,11484,10143,10899,10128,10074,10449,10683,11763,5589,8613,12441,11364,11628,11379,11526,12201,12636,12765,8223,5760,10893,8562,9678,10059,8940,9321,10623,10716,9381,2604,6174,3837,4188,5982,5451,7395,5946,6573,6792
160,4140,3954,5484,5049,4701,4701,4083,6366,7791,1947,4182,6828,7725,7587,8031,7506,8328,8241,11703,7380,6735,9312,9051,9243,7890,9183,9954,11808,13239,9108,5508,8040,7338,8592,8997,9093,9576,10749,10599,8457,5709,7296,7644,7299,7896,8502,8847,9972,8736,7110,5100,7299,6363,7260,5643,7293,7812,8610,6804,7821,2817,5346,5466,5811,5334,6261,7266,5760,6990,6927,3927,4845,6669,7314,6282,5790,7101,5991,5970,6552,3531,6075,5343,5169,5055,4815,4314,5295,5361,2703,750,3294,1683,2904,2382,2985,2682,2778,2226,2277
161,6399,5622,5943,4926,6018,5568,6045,5802,7581,1605,6783,8412,9756,9426,9375,8364,9654,9696,11844,4416,8394,10500,11292,11367,11478,12051,11832,11988,12597,7737,8526,11169,11151,11484,10968,11901,11409,11286,12981,8418,6975,11793,11751,10920,10947,11865,12018,13122,12957,10257,8730,11727,12012,11307,11079,11400,11796,12606,11157,10494,7863,10542,9819,11094,10893,11133,11775,12189,10977,10503,7662,10557,9549,10317,10248,9117,9654,11169,10677,9891,5991,7488,7908,7722,6360,8022,7326,7809,5205,3828,0,543,543,543,543,543,543,543,543,543
162,1254,3096,3849,6312,7293,7581,8475,9150,5040,6825,1536,5361,7473,7731,8604,8160,10326,10119,6468,5574,2085,5400,7584,7950,7644,8952,9009,10815,9153,6336,2244,5319,8043,7512,8487,8214,11112,10680,6798,5508,1371,6000,7542,7500,8838,9528,9702,11109,8370,5262,2415,5466,6897,6936,8208,9975,9084,9957,8364,4932,1971,6264,7323,7992,9219,8769,10521,10779,8898,5868,3237,6693,6813,7194,9792,10038,10389,11811,7728,5739,3195,3789,6657,7839,10149,9309,13620,14313,11340,7338,1473,1389,5649,7011,8196,7077,8643,8103,5913,1704
163,2019,3885,3843,5781,5940,5385,5796,5553,3597,2175,2928,3675,5154,6573,7320,7263,7815,7707,5088,1539,2274,4947,4557,6831,8196,7998,8988,9549,7239,2580,3024,6066,7500,7386,8994,8817,9237,10596,8514,4950,1905,4449,4845,5700,7545,6237,8496,9456,7338,5316,1941,5619,6765,6957,8292,8289,9078,10851,7836,4926,2802,6270,6174,7575,8307,8901,10245,11118,8622,4884,2568,6312,6813,9216,10056,9783,11304,12006,9237,6393,2595,6876,8235,9036,9948,10698,12453,12348,10761,6888,294,5076,6030,5967,6807,7155,7377,7056,3630,855
164,4803,9132,8331,8889,8280,8619,9438,9720,8019,7263,6858,8964,9498,9975,10395,11808,11712,12045,10218,6228,6165,10431,9420,10647,10521,10695,10611,12072,10176,5568,6471,10218,7767,10944,10905,11823,11694,12144,9615,5016,5751,8022,9456,10512,10635,11289,11214,12147,9363,5916,6396,8775,8712,10524,10644,10905,11523,12291,10296,6291,6759,9231,9417,10389,10764,10518,10767,11769,9624,5907,6621,9735,9372,11046,11070,11130,11853,12474,9540,5058,6981,9087,10122,11286,11991,12210,13515,13113,11310,3948,5658,9138,8550,10110,10110,10458,9228,9684,8136,2790
165,2067,9318,9420,8646,9672,6120,11034,10971,10917,6891,5751,11862,13971,14055,16995,16179,16794,18255,17844,13242,4758,11751,10197,13965,16722,17118,17343,19326,19329,9606,4041,12279,13914,14376,16467,15927,16992,18696,18348,7395,3360,10410,11697,13521,16950,16428,16557,16917,18348,14106,3063,9444,10218,12255,12225,14655,15858,16152,17748,11397,1902,8985,8703,10155,12684,14505,15819,15855,17178,11121,675,8208,9216,9882,7956,11910,13545,15528,14355,7716,675,6330,7557,8886,9675,9984,11382,12072,11670,3963,0,4236,4377,1302,6618,7257,6213,4629,570,543
166,2094,1362,1362,1362,1362,1362,1362,1362,1362,1362,2469,2625,3576,3081,3639,3501,3039,1362,1557,3432,3099,4155,3459,4068,3984,3333,3468,3210,3279,4128,2157,2619,2904,2577,2463,2544,1920,1956,3879,2151,2397,3408,3063,3126,2517,2370,2352,2466,1647,3870,1023,1560,1626,1710,1389,1611,1617,2094,1950,2490,684,1914,1743,1821,1401,1524,1362,1533,1461,2151,1005,2622,3099,1956,1362,2373,1545,1551,1515,3627,675,1578,1362,1362,1674,1362,1581,1362,1362,2529,0,543,543,543,543,543,543,543,543,753
167,1212,3315,6420,5061,4923,1362,3621,3228,1362,1362,1227,9858,7845,10458,8796,7338,5739,6834,3108,1362,1320,8811,8511,7530,8325,7731,8103,7854,6708,1362,1185,11973,10083,9798,10482,10230,9321,9228,8196,1362,7785,15624,11826,13488,13092,12183,11319,9480,9834,4002,7851,16020,13089,13431,14271,13587,9324,13086,9426,4410,6093,16422,13449,14826,14850,13428,12210,12354,10227,5133,4617,16596,12621,15873,15483,14703,13293,10482,12138,5595,10422,16020,14472,15216,14091,14784,12690,12798,11658,5172,6612,10188,8646,8073,9384,8862,8922,8922,7683,753
168,675,1362,1362,1362,1362,1362,1362,1362,1362,1362,675,3807,4722,6168,3705,1779,3519,4863,2658,2382,675,3369,3510,4656,4749,2970,6390,5994,5166,1833,675,3708,4308,5973,6936,7311,8715,8865,5457,2952,675,3222,4122,6567,8154,9444,9153,9042,6114,4653,675,3936,5331,6699,9222,10257,10167,10626,9231,4791,2469,5073,6135,7833,10926,11535,10968,12300,12012,4875,1836,5466,5760,8694,10593,11793,12099,13128,12231,6642,1926,6282,8232,10905,12816,14091,15027,14706,13863,6639,2670,5328,5499,10425,9321,7266,11001,10302,6882,2022
169,3459,8556,9417,10689,10770,6102,8388,8907,8967,6774,4983,7752,12123,14505,15441,15270,16065,15102,16134,13896,5043,12750,12417,15258,16566,16452,17334,17067,17991,16647,5007,13197,12024,15525,15669,15195,16668,17058,17382,15327,3318,11529,11505,15057,13302,14430,16683,16161,17412,15882,3945,9039,10287,11919,12867,12855,15105,14229,15939,13119,3165,8949,8790,11133,11202,11727,14829,13734,14358,6969,2520,8793,7959,10650,10815,11682,13575,13893,14235,8238,1377,8499,9282,10884,8913,11886,13497,10842,13782,12201,0,2313,2388,1710,3771,5301,4959,7380,4281,3768
170,8334,13743,14553,13842,15837,14487,15510,15489,16428,13188,10248,15609,17277,16647,19227,18465,19578,19407,19773,17685,10374,17358,18564,17625,20844,20316,22146,21936,22239,17346,9459,16101,17562,16725,19869,18396,20259,20778,20736,18918,9090,15588,16644,17028,18882,17145,19275,19845,19929,15387,8901,14679,15489,15816,17265,16005,17946,19020,19704,17136,7785,13848,15258,15387,16860,14628,17847,18249,18516,12882,5367,13437,14016,14781,15702,13545,16836,17106,18036,11640,3816,11595,12372,13383,14025,10707,15006,14652,16254,15252,0,5208,5301,5283,7926,6921,7761,8466,9189,3291
171,675,2502,2496,4440,4497,3216,5532,4743,2853,3480,2196,6078,6843,7581,9966,9531,10305,12900,7800,5682,2124,8412,7152,7767,10137,12408,12951,13986,12684,8514,4560,9399,10314,11565,12681,14280,13629,14016,13947,8346,741,9702,11070,13128,13971,15987,16719,17556,15933,8052,4458,10950,12387,13320,14163,15756,16446,17172,16464,9039,5205,11022,12600,14865,14409,17505,16164,18786,17307,12255,7545,12084,14034,15927,16473,18486,18432,19353,17079,10704,7482,12429,15306,16308,16947,18483,19086,18768,17757,11466,3018,11436,10839,5496,12777,6798,12981,4476,10500,8517
172,8952,10170,15726,13344,13074,10326,10968,9681,4944,2385,10365,14367,15441,15561,15237,13563,12339,10911,9024,3261,9456,14052,14760,14724,14310,12378,11625,9231,7119,3114,11004,15264,14475,15651,14715,11997,9723,8670,6750,3510,8628,12432,13011,13110,12465,9639,8688,7884,6264,2760,8958,13785,14532,14334,13788,11193,9723,7944,5190,1362,6036,12594,13629,12213,12729,9579,8502,7236,6027,2046,4629,11238,9450,9591,10986,9102,6546,6447,4014,1650,2496,11079,8982,9045,8583,7536,6264,4590,5388,1362,0,2157,1212,690,1467,1962,1641,1152,543,543
173,675,7065,7527,7788,6141,7890,6711,7755,4632,1362,2037,12000,12051,11352,10362,11094,10434,10908,10833,3384,4452,14157,13218,12558,11301,12447,11922,12204,12087,4764,6975,15852,14547,14547,12846,13500,13425,12594,11598,7161,8481,16554,15720,14169,13371,13929,13416,13647,14226,7242,11556,17505,15948,15249,13776,14049,13521,13341,13977,8697,10308,18261,17253,16134,14052,14862,14574,14895,15555,8850,8859,18582,17553,16563,16074,17856,15633,15789,16281,9990,13530,18855,16290,16155,14781,16197,15483,14079,16536,7998,11373,15522,13941,13761,11649,12363,11559,10572,7926,4017
174,1377,3981,4284,5547,5811,6105,6642,6792,5532,5007,2766,5766,5748,6933,7482,7023,8508,7737,6507,3366,1011,3756,3891,6420,6843,6864,7593,8430,7041,4095,1755,3672,6036,6576,7833,7260,7428,8838,6324,4887,675,4545,5370,6243,7347,7002,8484,8862,6576,5142,3300,4263,6018,7137,7050,7800,9564,9078,7740,4416,2565,6081,5424,7245,7374,7374,8853,9132,7278,4335,2451,5841,6246,6390,7797,8247,10305,9897,7695,4620,3687,6768,5223,7641,7932,9510,8604,11049,8655,5019,1524,2847,4962,6120,5928,6456,6447,6279,4014,1233
175,2685,6942,9801,11214,10803,10872,11595,10677,9336,4317,8988,17100,16782,16452,14865,13989,13950,12504,10191,8193,9600,14025,15315,14556,14097,13551,13809,12030,10560,7563,9453,14871,14502,14739,14196,13347,13107,12324,10791,8712,9813,13998,15513,15483,13860,13512,13056,11775,10671,8331,10413,14397,15276,14919,14337,13473,13167,10530,10635,8043,10206,14835,16380,15513,14673,14346,13518,13104,11241,9153,10347,15159,14958,15171,14244,13272,13686,13146,12894,10143,10500,15654,16413,15771,14940,15438,14712,13866,12933,7965,9291,12573,13086,12633,11232,11040,9048,7395,1593,2130
176,2229,6573,6759,7644,7659,7737,8871,8628,6993,6441,4038,7206,8121,8616,9258,9120,10587,10404,8517,6084,4137,6993,8643,8448,9606,9039,10317,11067,9276,5373,3609,7977,8664,8619,9063,9561,9741,10962,8280,5211,2853,6147,8613,8526,9552,9693,9522,9984,7911,6351,4803,7050,6897,8958,10041,9420,10518,10698,8196,5160,3882,5772,8589,7623,8838,9864,9426,10605,8082,4050,2574,7449,7725,9315,10083,8424,9432,10671,8379,4740,2865,7188,8031,8859,9729,9168,11172,12261,10785,6219,1341,6486,7167,8205,7335,7125,6603,7080,4671,3015
177,7224,6906,7806,7503,6258,6072,5973,5550,5844,1917,7338,10149,10965,9525,9564,8793,9231,8739,12444,3492,9258,11088,12543,12000,11586,10776,12246,12345,13485,8658,9267,11052,10671,9873,10131,10503,10434,11643,12873,8601,8847,10971,10569,10011,10203,10590,11157,11979,12246,8868,9420,10728,8751,9708,8712,9468,8178,10737,10398,6600,7671,9450,9300,8721,8604,7545,8817,9861,9402,9309,7323,8997,8064,8619,6972,8733,6807,8925,8139,4371,5982,8748,7743,8541,7770,6849,4803,7761,7689,6600,2601,5109,2736,4635,4299,4581,3687,3702,3513,3444
178,1815,5541,8121,8247,8793,8646,7335,7872,7467,3960,6675,13437,14517,13485,12291,11367,9597,8355,8367,5103,5703,10128,13185,11649,11730,11661,9846,7221,8637,5370,4569,10062,12834,10731,10623,10749,9888,6885,6744,5526,4329,9264,12834,11541,11256,10284,9666,7200,7983,6252,5250,9696,12576,10128,10074,9762,9429,6975,7890,5106,5586,10080,12339,11568,10713,10239,10107,9009,6816,7077,5190,10995,11472,10440,9852,10005,7869,9003,7785,6561,4281,9768,11442,10473,9393,10392,9390,9582,8280,6456,5742,7503,9525,8118,7302,7377,6033,6339,4470,3348
179,1704,5826,8583,9588,9459,9459,9171,8799,8175,5145,7206,15246,15915,14943,13578,13770,12483,11292,10233,6594,7215,11154,14748,13443,13077,11874,11793,11187,9561,6111,5529,11205,13965,13206,12099,11706,10440,10041,8883,6720,6330,9531,12201,12624,11820,11073,9618,9444,9015,6021,9429,11220,14370,10434,12456,11187,9198,8769,9432,6978,7617,10428,13725,12672,12813,11838,10593,10785,8613,4836,6504,11088,13710,11655,11538,11184,7164,9471,7935,4044,7053,11028,14022,13140,12510,11826,11109,9606,9810,7764,7437,8643,10608,9873,9873,9081,8868,8034,6930,3621
180,6369,5325,3078,5217,2211,1398,2313,1434,1362,1362,6168,11862,9579,7896,6144,6144,5790,4662,5418,1362,7917,14031,11082,10305,8079,7614,7623,5469,5475,1362,11412,15741,12042,11415,9672,8922,8673,6093,5901,1362,14052,16656,11970,11667,10773,9168,9645,6951,7710,1362,13920,18819,13671,13824,12468,11742,7149,8139,6951,2499,12408,19938,15186,15729,13983,12525,12345,8940,6939,2547,12216,19665,16455,16629,15075,13842,11034,9372,6681,1362,13800,18111,14040,15834,14343,13317,8247,6432,6903,1668,4302,11190,9636,9411,8421,6060,6636,5742,4083,543
181,3729,7188,8241,8859,9501,8850,8823,10293,7377,7356,4245,8148,8676,9213,9714,9900,10170,11169,8862,4428,5307,8559,9459,9918,10560,10071,10764,11796,9609,4044,5562,7017,9984,8826,10626,10092,11670,12450,10653,4842,3747,6480,6486,7980,9417,11118,10245,8949,9627,5337,4842,7302,9093,8907,9951,10248,11223,12150,9354,5232,4923,5664,9384,9573,9960,10143,10842,11652,9051,3897,4455,7914,8922,9921,10446,10020,10620,11883,9708,5655,3582,6897,8895,9348,10446,11718,12708,13806,11541,6981,4293,7134,7866,7803,7896,8193,7533,8367,5061,882
182,8733,9867,8655,8130,6966,6450,6876,4650,4620,1704,8910,15528,13944,13662,13062,12765,12552,11730,10521,1950,8622,17535,16266,15684,14871,14400,13944,13827,11679,6030,13788,17766,18138,16395,16659,14949,15414,15432,13971,6300,15051,18564,17817,16929,17226,15978,16086,16665,13818,7905,16434,19647,19443,17868,18327,18474,16815,15795,14625,8268,17133,20250,19233,16671,18315,18744,17496,17076,15507,8691,13488,20559,19899,19014,19362,20076,18771,17634,16569,7059,16167,19149,19284,18765,18957,19962,18546,18039,16137,8643,10680,13872,12903,12360,12075,11586,10140,8556,7662,3726
183,5253,8991,9024,9009,7569,8613,10302,9678,6486,6279,10533,12951,12123,11010,10758,11409,11679,10770,11586,10107,11550,13575,12798,12297,11865,12348,13275,12303,13257,11865,10803,15018,13056,13356,13311,13095,13494,12801,13086,11922,10311,15540,14139,13188,12387,13395,14052,14205,13119,12489,10017,15900,13995,13530,13836,13557,14796,13875,14424,11931,8754,17250,15210,13995,14439,14796,15204,14436,14697,13611,7911,16995,15555,15240,14304,14694,15522,15534,15291,13479,5823,16821,13800,13983,13866,14274,14844,15609,14013,12732,1848,11070,10503,10728,10623,10158,10344,10854,8976,8754
184,5394,7302,7011,9930,9882,10959,11325,11454,10413,8175,8169,10290,10170,11826,12309,12141,13053,14124,12216,9894,7692,9582,11214,12225,11706,13110,12939,14124,12582,9828,7878,9027,10659,12402,12792,14250,13977,14163,12933,10542,7233,10044,11622,12858,12561,13692,13386,14244,12825,9174,6561,9519,10446,11892,11955,13254,13083,13605,12027,7383,6381,9762,10656,12177,12348,12888,12915,13500,12072,8175,6906,9729,10443,12072,13032,12816,13533,13911,12366,8625,7056,10041,10824,12828,13407,13962,14607,15561,15072,10761,2307,8085,8040,8742,8589,8652,8196,7359,4161,1281
185,2565,5457,6891,7629,8574,8307,9285,9387,7623,6372,3837,5961,8976,8976,9594,10164,11148,11496,9615,6894,3984,6345,6303,10236,10284,10830,10980,11943,9903,5358,4443,7581,9621,9573,11160,11421,11511,12684,9624,7617,2862,6156,9366,9963,10914,11283,11469,12948,9951,7344,3720,7125,9168,9804,10449,11514,11406,12294,9300,5646,4035,5970,8475,9264,10197,10215,10494,12207,9765,5871,4116,8199,9006,10365,10500,11262,12210,12735,10767,7032,3930,8163,9969,10578,13407,12783,13767,14565,11430,6951,1161,7065,7527,8286,9225,7986,6963,7470,4770,2199
186,6777,5721,6327,6381,6795,6855,5589,6756,7704,3573,6957,8229,9027,9963,10122,9912,10623,10155,13722,5475,8808,10368,10281,11316,11769,11448,11964,12600,13479,9405,8580,11340,10998,10920,11397,12036,11760,12780,14295,9630,8076,9669,9717,10635,10209,11490,10707,11304,12990,8559,7932,9354,8823,9687,9345,9414,10746,10839,11802,9348,6339,7794,8535,9288,8826,9243,9495,9834,10239,9435,6537,7992,8250,9057,7650,7287,8520,9540,10056,9327,4077,6717,5997,7089,7182,6240,7272,7950,8442,7380,930,2007,1800,4371,2658,2919,3396,3927,3099,1842
187,1779,6543,8163,8058,8178,7899,7194,5598,4137,1362,7731,10809,12156,10974,10581,8628,8181,6669,5478,3303,5016,8550,10911,10110,9132,8271,7845,6816,4743,2454,5775,7632,9516,8544,8775,7044,7728,5880,5253,3009,4677,8415,9756,9579,9078,7920,7842,6915,5301,3231,5460,7095,10758,9432,8445,7635,5658,7077,5106,2685,5835,8301,10359,9972,7794,8025,7311,6030,5418,3141,4371,7896,9735,8793,7320,8262,6951,5781,4125,2583,807,6321,8271,7371,7632,7215,6333,6975,6213,3201,1290,1440,4485,4077,4425,4452,4422,3978,3072,1122
188,3474,7785,8073,8097,7785,7083,7908,7113,8319,6120,8526,11457,10818,11028,10341,8562,9339,9768,8946,8379,8715,12627,12144,12342,11970,11040,11829,9990,9081,9879,9357,12561,12399,11931,11874,11646,11616,11571,11520,9012,9168,13299,12975,12870,12822,12381,12417,12405,12450,11475,8817,14244,12906,12171,12630,12024,12615,12627,12333,10875,7617,14973,13485,13047,13593,13320,14166,13269,13662,12408,6810,15099,14526,14127,14733,14517,14856,13857,13407,12705,3903,13722,11994,11523,11916,11424,11307,12000,11022,10485,1278,9105,7779,8535,8910,8802,8613,8874,8592,7782
189,1632,4011,6393,6864,7899,7275,7017,6561,6831,1401,6717,12198,13362,11949,11061,9285,7425,7671,7692,3810,3837,9516,11253,10410,10194,9630,8463,8190,7350,4077,4113,9288,11232,9936,9198,7986,5883,6225,3384,4047,5502,8586,11223,10476,6855,7455,7773,7968,5952,4473,4944,8082,11106,8370,9030,8592,6900,7461,5613,2874,4950,8787,11751,10566,8814,8511,7032,7236,4959,3213,3690,7842,10653,9729,8985,8721,7713,7482,5304,3504,1911,6924,9504,9372,9315,7767,8502,7569,7374,5205,753,3480,5886,5520,5409,4575,4446,3786,2922,1116
190,1185,4938,7407,7926,9039,8235,6471,9204,5889,3696,7050,12681,13947,13578,12756,12168,11010,10656,8322,5241,5757,10575,12882,12261,11448,12123,10578,7881,9666,5100,6573,9621,11892,12051,10077,9969,10032,10239,8808,5778,6060,10344,12015,11895,10467,9861,9729,9723,8748,4545,7347,10932,11508,11772,8946,10896,9924,9513,8289,5271,7470,10875,12201,12300,11346,10752,9654,9984,9330,5790,5838,10686,12615,10932,10740,11199,7788,9801,9102,5535,6855,9120,9270,11805,11247,11046,7275,9549,10026,6483,5361,7362,10116,9414,9117,8856,7704,7053,4989,2964
191,4737,6429,6726,6450,6024,6315,6231,5157,6978,2451,6078,8595,8790,8442,8772,8550,8754,9420,11730,4221,8097,11583,11352,11586,11616,11316,10626,11577,12414,7647,6375,9378,9960,10413,10149,10620,8700,9546,10008,7416,7068,9309,9879,9834,9723,9744,9108,9909,10539,7935,5991,8979,9237,9288,8940,8604,8379,9381,9585,7821,5358,8193,7455,8931,8865,7542,8016,7503,8673,6483,4956,7554,6153,8304,7707,7437,7047,7770,7989,4677,4593,5790,6855,4416,3273,5538,3636,5733,5031,6189,1188,3126,3231,2982,2736,3597,2655,2394,2766,3288
192,675,2142,1362,1437,1746,1851,2547,3957,4695,3732,675,2934,1536,1995,3120,3102,5283,6366,6252,1566,675,1767,1362,1875,1689,2841,4059,3666,5079,1782,675,2034,1872,1422,2028,2649,3603,4479,4734,1887,675,1563,2022,1518,1635,2697,4182,4071,4320,1839,675,1803,1503,1392,2784,1947,4005,5100,3249,1620,675,1494,1362,1491,2304,2652,2394,4470,4164,1833,675,1557,1362,1593,1770,3378,3663,4224,2772,1662,846,1362,1362,1473,3441,2997,3930,2718,3252,1362,0,1482,777,1701,3372,3405,3291,3345,3771,543
193,7209,8277,7458,6393,5319,6012,5352,5220,4542,2286,11313,13707,12321,10692,9840,11283,9456,10956,8775,3747,12438,14859,12948,11874,11253,12156,10278,11481,9267,3984,14160,16179,14220,13827,12672,13449,12408,12765,11853,3996,14205,16173,15162,13677,13797,13833,12711,12978,12885,4875,13500,16788,16254,15630,14880,15126,13827,14247,12615,4308,8790,16533,16710,15987,15354,16458,13866,13041,15516,5199,12528,14505,17562,16446,15864,16278,15567,15522,15264,6018,13206,15996,16554,16308,15843,16881,14565,15096,14340,7065,8523,10251,10437,9078,9069,9039,6912,6222,4767,1164
194,675,1362,2139,2100,3432,3270,3648,3378,3783,2370,1422,7224,9009,10209,7458,12156,13032,11814,12036,7938,3492,9141,9366,10521,11523,11952,13857,11520,11382,8475,1320,8304,8931,10668,11613,13518,14445,14982,12372,8559,3705,8655,11280,11421,11841,13551,15867,16236,14415,1362,3144,7818,10434,11847,12582,14487,15369,15513,12879,1647,6135,9828,11433,12084,11499,15396,16536,17097,13665,8085,3297,11409,11817,13422,12810,16050,17061,17097,15435,10008,5901,9489,13491,13794,14376,17637,16569,16155,15873,12882,7575,12474,13389,1518,12927,11196,15891,15771,15153,10320
195,4698,2040,2382,1458,1506,1362,1362,1362,1362,1362,4641,4569,3177,3048,3849,4161,3393,3987,1362,1362,2523,3102,3315,1362,3681,2772,2871,3183,1962,1362,1656,2253,3654,3849,4626,4143,3327,4377,4587,1362,1797,2796,2133,3069,3006,2424,2238,3015,7692,1980,2259,2946,2958,2232,2352,1935,1983,3234,7953,2934,2706,3036,2379,2043,1638,1953,1548,2700,6588,2010,1737,1953,2019,1818,2007,2025,1857,2163,4578,2922,2802,2349,2694,2202,2091,1623,1434,2376,3543,2508,63,1104,663,543,543,543,543,543,891,543
196,675,2718,1779,2223,2292,2988,2355,3270,2550,3930,675,1749,1671,1647,1362,2652,3441,2046,1935,1362,675,2037,1977,2139,1803,2148,2760,2352,1833,2034,675,2145,1746,1644,2025,3819,1938,2292,2295,1521,675,2760,1941,1362,2418,2289,2118,2961,2493,1362,675,1929,1761,1545,2652,2205,2205,3276,2772,1362,675,1704,1404,1362,1836,3609,2274,2715,2754,1362,675,1362,1362,1362,2007,3000,1707,1362,1362,1362,675,1362,1362,1362,1521,2415,1824,1401,1362,1362,0,543,543,543,543,543,543,543,543,543
197,11478,11589,14445,18264,15867,12213,14556,9498,3996,8220,13371,19155,16791,18687,17877,16881,16050,10284,14727,9372,9555,18348,18663,19701,19080,17427,16713,16158,14187,9774,11121,15804,18450,18054,17757,17433,16074,15741,14871,9156,7404,15681,18516,18723,17280,16083,12111,14646,13932,7080,9687,14478,18633,17652,17064,16371,15045,14544,13254,2622,8478,9582,15504,15027,15609,14529,14205,12819,11958,6015,8040,16263,16605,15537,15057,15258,14985,13731,12876,5976,6285,13818,13518,15129,13338,14004,13380,11130,8691,5757,1857,9195,6522,7848,7368,5865,4389,1278,4344,543
198,675,1362,1362,1875,2235,2259,3129,3183,2559,1440,741,5094,7572,8322,8988,10992,11979,13068,11913,6693,675,4902,6249,8838,10314,12357,14415,14952,14100,10431,1572,6687,8448,11088,12270,13677,14835,15666,14706,10644,675,8646,11394,11424,13761,16179,16629,17430,16134,11886,675,7197,9432,11220,13332,15951,17547,19116,17247,11967,837,10005,11904,13365,15186,16911,18330,19182,17463,12978,5250,11937,14184,16032,17001,18675,19623,20367,18705,13794,4221,12204,13929,17232,14919,20019,21657,22650,19263,12735,5895,7755,15477,10266,12657,16200,17853,13944,14121,6687
199,9720,15447,17046,17049,17175,17328,16842,16311,18612,14802,12195,17682,19545,20244,20202,21150,21366,22422,22260,19842,12174,17733,19422,20739,20640,21798,21780,22680,22110,17847,10446,17823,18717,19335,19761,20643,20967,22011,23079,13893,11925,17535,18621,19674,19470,20190,21630,22218,22935,17532,11448,16728,17550,18414,19137,20157,20298,21435,22155,12510,10902,16173,17187,17430,18438,19071,19995,21069,21621,15693,9429,15120,15768,15750,17136,17775,18156,19437,20244,13011,9879,14700,14928,15639,16380,16674,18672,19245,19302,12807,5691,10413,9405,9756,11703,11373,11949,14178,13545,10938
200,9435,14388,9207,15495,12159,14442,10284,12777,9006,9210,11586,18831,19554,19548,20385,18825,19512,18162,17169,10623,10581,17268,18558,18447,18906,18105,17427,16275,13692,7296,8055,17244,18753,17673,17988,15942,15105,13248,12297,4992,8685,15330,16167,15261,15627,14091,13746,12753,11958,2064,8424,13923,14610,14295,14130,11994,12417,10164,10950,2634,8034,13212,13761,13038,12771,9891,10332,9711,9336,3246,6321,10770,10725,10668,11022,9441,9222,6960,8259,1512,5223,9453,9852,9573,9549,8031,8736,8208,7194,1362,0,543,945,1014,1146,543,543,543,543,543
